,h,l,v,q,a,n,v5,q5,r,r5,a50,a100,a200,a500
LRC-USDT,3.7887,0.6454,946603792.4377272,398034989.65181506,2.378192412847368,1756.0,44926.04916761058,51393.085647424,0.046139521640091115,0.013680000000000003,0.9414438546781705,0.9735661144678296,1.0096358491492177,1.0423350145699404
LTC-USDT,229.653,83.7,935415439.6296582,5634902.333176611,166.00384253729,1756.0,93987.32478755797,863.4369231280001,2.023439066059226,0.9792000000000002,111.69861643570307,110.0872447476759,109.02439346673243,120.19214761750487
FLUX-USDT,3.34,1.01,905714254.7560933,446894501.5301049,2.026684713405632,1756.0,150630.53094995092,99878.44783628799,0.06162084282460136,0.02598000000000007,1.5423883407753194,1.5386097142205908,1.5563200396841792,1.8781998843275653
PYR-USDT,49.0,6.6,876683334.7540472,40030224.6550676,21.900534965972618,1756.0,194651.92076297017,15811.840678707998,0.7976244874715261,0.2844399999999997,12.845266066642306,12.093660667339464,11.297600662567838,11.423068091285145
VR-USDT,0.6278,0.00295,856358729.1889424,1935335109.8181899,0.44248601952423156,1501.0,70905.06290156426,198449.887979206,0.011770866089273817,0.006148000000000009,0.36872274246506004,0.37319608763495127,0.36669701269941757,0.4496733163717135
RNDR-USDT,8.1,1.8,821711566.096362,163709721.69013366,5.019320524236676,1756.0,378037.51336877607,111879.981294514,0.14005723234624146,0.10580000000000007,3.7242450127740963,3.5523236441711235,3.2272829554659186,3.060365086827485
CRV-USDT,6.824,2.148,808893011.0198731,171840206.2887959,4.707239524959844,1756.0,71581.34113957814,22868.203623161997,0.10636218678815489,0.038999999999999965,3.3390735091623087,3.214009427204922,3.057113884002518,3.7202119105255247
QRDO-USDT,8.4799,1.815,807272481.536098,149282441.05466497,5.407685430602565,1755.0,51721.84019881299,22574.859015801998,0.1648054131054131,0.016059999999999873,2.350393323861155,2.287256651914149,2.3771686323774395,3.0691529176417385
HTR-USDT,2.4689,0.5711,801729459.4458084,558486093.6278024,1.4355405955373943,1756.0,64098.57598773015,102083.971561532,0.04694037585421412,0.009980000000000034,0.6752323472427444,0.6574853506088647,0.6662465456557657,0.8226229840918422
VET-USDT,0.1367595,0.0438751,724981209.7900852,7863468162.077522,0.09219611434130176,1756.0,94144.67746087999,1802005.3226128141,0.0013123397494305238,0.000489160000000001,0.05410275439698774,0.053465572582650216,0.053684666074421614,0.058467089853386785
RMRK-USDT,69.2,11.07,592525244.3982031,16044068.092623891,36.93111005123514,1755.0,51407.94053684034,3207.3252667280003,1.1284614245014244,0.3728199999999994,16.955233585015417,16.61114697437667,16.402241110455574,17.717681573915222
ALGO-USDT,2.0419,0.7938,578031698.3622886,369907610.18877625,1.5626380275531493,1756.0,122985.74509348508,131142.543674162,0.02280973804100228,0.012520000000000042,0.9760922318218026,0.9648818530218078,0.9550930514203513,1.0909241645221903
XLM-USDT,0.36446,0.134319,576976881.478179,2048419967.0620346,0.2816692332411275,1756.0,122019.44794594384,631912.682251328,0.0035101235763097946,0.0017723999999999962,0.2004144020208844,0.19903803384145757,0.19794974588450598,0.21757697786794425
TRX-USDT,0.10909,0.050866,549504845.1959436,6639899592.58475,0.08275800522791261,1756.0,91326.58526316422,1550407.801679528,0.0007080358769931662,0.00040619999999999963,0.05977107460229555,0.059338395614961834,0.05777986661133855,0.06101221479132205
EGLD-USDT,579.8,111.88,547299078.7139504,1876688.3301729797,291.6302456378062,1755.0,63627.936997779216,443.58955185,5.36219943019943,1.7499999999999942,149.8803141291257,146.86222226380534,144.813834064336,152.5730137398654
HERO-USDT,0.2669,0.04854,544039649.4676826,3180460453.819164,0.17105688228708782,1755.0,12470.827509872115,251803.08363417996,0.003625794871794872,0.000245999999999999,0.05283739914712201,0.054080786543957295,0.05699198630617318,0.07004222637894839
ENJ-USDT,4.8458,1.3165,535498747.6644356,177549388.3624333,3.0160551528981716,1756.0,37436.260076879655,22077.763312717998,0.05479458997722096,0.023499999999999986,1.8232205972060824,1.8148950911932589,1.7108185946392358,1.8832853441517134
KOK-USDT,6.6967,3.4,482598210.22910416,96356552.53772816,5.00846281357092,1756.0,39076.96034864301,7062.990608680001,0.04339271070615032,0.011260000000000048,5.544418577040588,5.5684189166675875,5.531897972687458,5.564923506233242
ICP-USDT,45.89,18.12,464217671.4026626,15494279.97605472,29.960583655392643,1756.0,135231.34376570373,6257.526336678,0.5501936218678816,0.33599999999999997,20.946077233620642,20.302331877946187,20.2348128185791,23.866088218341506
MOVR-USDT,385.0,67.3203,457380481.4905856,2259718.3844016204,202.40596556092595,1755.0,42361.81227781881,568.5333835619999,4.174819544159544,1.151079999999996,77.08259447893667,76.14370169882831,76.70272372480576,99.22930950585402
EOS-USDT,4.3383,1.1,436616076.24031514,132162192.7314969,3.303638258540037,1756.0,38523.85067272764,16868.405097061997,0.03924390660592255,0.019320000000000094,2.3415387624709685,2.324074231474949,2.278344881921731,2.4356193072839822
QNT-USDT,267.506,83.539,430104993.7328445,2457468.7740066396,175.01951531681289,1756.0,198765.48214567435,1755.842253706,3.5216867881548977,3.2706000000000017,107.61495128008883,101.84849859771892,100.01891666976502,115.18225582217026
SUSHI-USDT,10.73,1.546,388725773.3572688,52492956.14632614,7.405294003135977,1756.0,22882.368480504803,5574.799617852001,0.13254783599088837,0.04860000000000007,4.310091508645695,4.227917325709619,4.251290566923842,5.457328907771001
ELON-USDT,1.884e-06,5.02e-07,383283012.8172523,289077836270946.5,1.325881699411951e-06,1756.0,58540.08311487983,74951068355.34366,2.7621298405466968e-08,1.0800000000000027e-08,8.341440192926004e-07,8.516268299798953e-07,8.74614192699851e-07,8.915056318182058e-07
CWAR-USDT,4.75,0.3884,370426369.98626375,187563102.26018226,1.9749426487541175,1755.0,10645.424588008394,23889.17209372,0.06617589743589744,0.009960000000000002,0.4511677630196913,0.44164740422298837,0.45934131877924617,0.6281870951946645
DYDX-USDT,16.426,5.08,368648327.7123566,38968456.89822763,9.460172587155318,1755.0,41192.48919189705,7043.073111478001,0.19605584045584043,0.06919999999999984,6.063965414273097,5.873692973087914,5.872065570992821,6.680116701196665
SHILL-USDT,1.6922,0.146,367459261.40508044,486796352.968538,0.7548521248449649,1755.0,18523.948369997048,115713.08356842399,0.020079259259259255,0.0013400000000000022,0.16515103942082193,0.16583540458184498,0.1633571252438814,0.1964573809397839
NAKA-USDT,5.97,0.3636,363615374.7671607,143401435.54181355,2.5356466857762823,1755.0,26598.183277963682,70792.79971155,0.08848290598290598,0.008900000000000019,0.4201214033845814,0.4303152659294717,0.4462643320541234,0.6072855321966025
UOS-USDT,2.49614,0.75,361234743.9744693,212184546.97100517,1.7024554762879678,1756.0,45891.792614346254,43930.31457494,0.03517553530751708,0.010623999999999922,1.104124639484238,1.0844407072959967,1.0530416124453426,1.0494448741962945
JASMY-USDT,0.26,0.04005,360777471.6877767,3485828954.2542562,0.10349832892617071,1755.0,81045.29666036383,1922901.116879198,0.0025594415954415957,0.0007840000000000028,0.04417124907174246,0.04556929897229124,0.04681732271007672,0.053134951647207
TRIAS-USDT,19.03791,5.3,357687782.7485871,32460367.75865109,11.019215352335584,1756.0,13571.80896161134,2493.921029658,0.2512465375854214,0.05704800000000017,5.578654087981778,5.5853247295507,5.662130649187828,6.360870613452009
TEL-USDT,0.01819,0.00522902,355717986.06273675,29093855959.681244,0.012226567236591008,1756.0,119048.77534884044,16227958.29773564,0.00023929753986332572,0.00013166600000000006,0.007493834720991656,0.00755357281619291,0.007574573178249377,0.007675645486572719
REQ-USDT,1.15,0.197,344597886.958822,576259296.1144004,0.5979910246695814,1755.0,3547.8539595919997,15939.105,0.01435242165242165,0.0011999999999999956,0.23172906834041287,0.2302292423681257,0.22732527334342637,0.28456882382464077
ALICE-USDT,28.648,5.754,323990808.749607,19938281.17791139,16.24968601147726,1755.0,27558.822928723763,3970.1085372559996,0.32616239316239315,0.0945999999999998,7.227968204829306,7.046292974779121,6.906756680311447,7.824188290969188
XTZ-USDT,6.2,2.33071,312390261.5683956,65413477.73787943,4.775625335503261,1756.0,100960.78892073157,26880.560694076004,0.07537126423690206,0.06563,3.706175112007661,3.5101595920930757,3.2790438976543808,3.4360256958107174
CLH-USDT,3.0,0.01,291353903.27473295,1090338269.885829,0.2672142318780034,637.0,142747.40847489,1091895.21076228,-0.24959199372056512,-0.12742,0.11254766761914853,0.1080362071505957,0.1085663920099701,0.21318849830159267
ILA-USDT,0.69,0.015,287704784.03051585,1094468141.0753076,0.26287177600971356,1671.0,18486.734318344224,230447.36252267397,0.0104163973668462,0.0007800000000000029,0.0853205064301499,0.0773918556418584,0.0739968289444845,0.09668062192479202
TLM-USDT,0.5705,0.09,278503507.6817063,879705200.7831254,0.3165873151980672,1755.0,5551.153942214807,51818.547389242,0.0060202849002849,0.0012200000000000017,0.11288020131126242,0.11063327417162552,0.10951067251582053,0.13170344581320081
SLP-USDT,0.0689,0.00929,269719258.1113105,7080344566.326474,0.03809408646495436,1755.0,9561.294116456884,1016051.140652238,0.000539048433048433,0.00010200000000000001,0.009817876000725808,0.009899063371834108,0.01045280566333525,0.01431212826563765
RUNE-USDT,13.95,1.37,269408465.4055661,36051132.76136118,7.472954239438274,1755.0,29773.045154809144,7726.827002456,0.155659886039886,0.04479999999999995,4.105870812250747,4.0833935948865046,4.130791486409357,4.683981765605658
WOO-USDT,1.43073,0.46839,267419575.94771355,311644824.92850435,0.8580908603538124,1755.0,46016.51086892304,87506.38440275201,0.023634706552706553,0.008108000000000004,0.5678641629292994,0.5646054579937122,0.5868571974828222,0.692468116383015
THETA-USDT,7.57,2.0,266171072.85345024,57247807.50895001,4.649454440885576,1756.0,79612.03098547857,28909.097862287996,0.07956993166287013,0.03745999999999992,2.8632720235914175,2.8793263405718204,2.8959297348149304,3.354285390305221
SOUL-USDT,3.9689,1.2373,251716252.7452551,96056602.00440328,2.6204992420376927,1755.0,31057.40984480791,22739.655215762,0.07801851851851853,0.026899999999999924,1.4637585859593742,1.473021658313554,1.6320542034477885,2.003735919023744
FIL-USDT,59.4409,16.8401,241942236.9224211,6426820.944804659,37.645709908567376,1756.0,44692.61430889161,2205.325621928,0.473866799544419,0.2537600000000005,20.857888115962936,20.487749056603995,19.69904433097812,21.97739259033648
WAX-USDT,0.956,0.2364,237836387.7820233,445022981.51669866,0.5344361924218939,1756.0,62407.427888423364,193173.811068038,0.00961896355353075,0.005759999999999999,0.327863100760653,0.32694514820642173,0.3152020388713006,0.3231555076168177
ZEC-USDT,304.785,81.475,237090098.83842725,1236293.48129208,191.77493242999122,1756.0,43118.45726575171,434.48302158999996,2.879056947608201,1.5828000000000002,98.81667506625017,96.37025867224352,93.34194492444182,104.75256089275378
SUPER-USDT,2.1064,0.5589,237042922.04930174,173243867.84156322,1.368261543699109,1755.0,28310.160860206543,44145.356231098,0.02761156695156695,0.00960000000000003,0.6890620440570037,0.6668451339826428,0.6722593968463669,0.7856338801047369
STRONG-USDT,740.0,375.48,234093232.17545134,461554.67256498,507.18418876475465,1756.0,87199.2171194108,179.562116264,12.484825170842827,6.9,490.73303846138975,479.46319473890014,491.3690486879926,531.7399410511157
HBAR-USDT,0.39193,0.18,232553303.5835887,802349438.3205137,0.2898404267227652,1755.0,33210.81548515904,149568.91009745398,0.004689185185185184,0.002198,0.22688249895243953,0.21953581814563222,0.2161556600102284,0.23231149027124928
NUM-USDT,2.5744,0.36,232297213.11470336,165818980.31547174,1.4009084645964915,1755.0,3797.4923783594204,8328.708712456,0.0350948717948718,0.004620000000000002,0.4986059865991034,0.5176617326496418,0.49892897554968163,0.622284742835866
SOS-USDT,1.18e-05,1.48e-06,230739923.7615761,47400962966127.984,4.86783198743155e-06,951.0,89591.2859316892,27445160665.634285,1.749106203995794e-07,1.1800000000000014e-07,3.848598586640609e-06,3.8268006500066864e-06,3.447876004495738e-06,3.1583594671814155e-06
RFOX-USDT,0.355,0.0506,229017199.14626488,1248903567.533483,0.18337460561391578,1756.0,10459.233299150526,180903.91193848202,0.004457084282460137,0.0010860000000000008,0.060762872233787416,0.06156536227460119,0.06360376792119618,0.07164375411653362
GRT-USDT,1.09634,0.23873,207779300.8287074,275963531.4502644,0.7529230392754068,1756.0,5635.106331517345,13769.620855656001,0.011850296127562646,0.00455000000000001,0.425279507804715,0.41508852455298784,0.4150320315858097,0.47471005525804844
CHR-USDT,1.387393,0.274704,207173452.4113742,252685702.74877226,0.8198859300613154,1756.0,15440.17176514852,29592.451690362,0.016745288154897495,0.008194400000000024,0.5417107685003837,0.5370567284158342,0.5334228878309313,0.6702010089947816
ENS-USDT,83.86,14.436,204162824.2637952,4346230.7743027,46.9746856220608,1755.0,6685.124563019827,369.40242997200005,1.071174358974359,0.25900000000000034,19.520391355045422,19.4538027373639,18.68117497674361,20.44117096531026
AAVE-USDT,296.625,113.208,200502771.88315317,894542.78667354,224.13994598150606,1756.0,17805.38574772633,116.77516489,3.297518223234624,2.165199999999993,161.03905156494798,156.12636975307308,150.90409643260162,188.52282258838878
CAKE-USDT,15.789,6.814,199248843.7570126,16397054.839910902,12.151501943631683,1756.0,18421.44850677545,2531.3081175320003,0.1483479498861048,0.07219999999999978,7.543357554954374,7.443528278608693,7.3838721639286,8.969750330080872
SCLP-USDT,7.6089,0.8839,191569030.59517092,48368619.12077212,3.960605741438269,1755.0,2435.885827651101,2668.212804966,0.09292250712250713,0.01137999999999999,0.9851178475867941,0.9821083540904563,1.0268815358546004,1.335327327891753
ANKR-USDT,0.215,0.057,190923979.81015664,1388850272.719107,0.13746908760464402,1756.0,34991.98976798367,453943.15946472797,0.0019115603644646927,0.001680000000000001,0.07810263089604612,0.0776769188321786,0.07425504970177141,0.07602817338051172
STX-USDT,3.3,1.1877,189951827.0006338,85066547.11295749,2.232979160990302,1756.0,9809.909877648057,6915.834493045999,0.03667192482915717,0.01456000000000004,1.4662076264977482,1.4780175238371376,1.4451778776814908,1.8865934930194856
COTI-USDT,0.477127,0.215,184428775.4226222,526670013.71607494,0.3501789937143579,1756.0,31587.752055880905,111054.46387544999,0.006032071753986332,0.002873799999999993,0.30406410460086536,0.30773124055922296,0.2896095874286595,0.311704251159196
PBX-USDT,0.033824,0.00949,183201782.19730315,10508067291.499416,0.017434393701066767,1755.0,6988.07959363148,397352.070375048,0.0005507156695156695,0.00014300000000000006,0.018937828892747866,0.018432020485380018,0.01707680281369868,0.021828207718283667
WILD-USDT,7.77,1.3664,180306831.78050226,40439676.59297433,4.458661566344657,1755.0,6607.843866739548,3987.88426445,0.07506638176638178,0.007640000000000047,1.6588945947137437,1.58972671459306,1.5925209005670968,2.029285666733594
UNI-USDT,23.0329,9.542,177354333.85802048,10515015.54961161,16.86676857692059,1756.0,51861.395077721485,4912.629696986,0.23968621867881554,0.12391999999999967,11.077791797774895,11.12716128346451,10.913112062084888,12.463491068481481
MTV-USDT,0.0229651,0.0056909,176200548.24362797,14871888501.997108,0.01184789330689014,1756.0,29431.04712720624,4098302.8581443666,0.00030991474943052393,6.239999999999978e-05,0.007193780562727175,0.007043033601415003,0.006939366229404489,0.007867192590308018
BCH-USDT,635.6,186.0,175042686.4591921,379727.37683653,460.96936153894103,1756.0,19401.08530541726,69.38180788,4.4324715261959,2.265999999999997,286.2326735587145,287.8850470959822,290.7005868850888,310.67074796474355
CHZ-USDT,0.5303,0.1238,175008361.85776836,494320617.6290568,0.3540381598833015,1756.0,19229.794176497126,105899.899338154,0.0049328246013667434,0.001958000000000004,0.18694643020477386,0.185454724487683,0.18086061340868503,0.2037611693754983
MIR-USDT,2.997,1.1,173188411.92458957,73949549.9142313,2.3419806087455326,1756.0,30047.596031013294,25903.638229338,0.025374715261958995,0.008000000000000007,1.168422193728769,1.1588207969942774,1.174284670866582,1.3987306817033667
XPR-USDT,0.02908,0.00901,172183513.4941126,9619298964.073242,0.01789979853388426,1755.0,7098.40445086667,745992.080263854,0.00035728205128205125,5.9999999999999636e-05,0.00972620339060743,0.009761454044678803,0.01003432634183231,0.011650011475166769
XTAG-USDT,37.5,0.25,172157161.55437252,75032363.08678141,2.2944387524521637,1553.0,1240.3209701710643,3483.3234039080003,0.06437546683837733,0.0012800000000000144,0.36469306068742574,0.36568951553776347,0.37083869893175164,0.4591202129441402
BAT-USDT,1.9288,0.6524,170236145.42845395,125198884.67601386,1.3597257345301936,1756.0,31480.48602484226,38597.438625292,0.022650683371298407,0.012159999999999949,0.8287357281749741,0.8308100830144438,0.8325273610153323,0.8573768122553719
AXS-USDT,145.0,44.406,170128370.58173233,1744629.14669536,97.51549256412798,1755.0,21881.95081535457,444.179321584,1.3001698005698004,0.5469999999999999,52.11031715178317,52.44141365914672,51.45854462241277,59.788661315518844
1INCH-USDT,4.3,1.423,170082909.43708342,60785392.715817004,2.7980885182769586,1756.0,8659.669192738638,5324.260865446,0.04156150341685649,0.016799999999999926,1.6863834387885623,1.6775155020006696,1.6666687385312822,1.9364512353516385
GODS-USDT,8.946,1.52,169557145.79002687,33813026.48755854,5.014551000112788,1576.0,26993.276775199425,12157.434802746002,0.14975317258883247,0.05320000000000018,2.1817832089909364,2.1768472085619806,2.2459848034872865,2.6968614418288737
ZKT-USDT,74.912,8.422,168692660.65624535,4996438.42425278,33.76258172969948,1755.0,589.4506968,57.73622,1.0501105413105414,0.07779999999999987,10.511750701448706,10.879584676697881,12.61533480008088,13.663389580160041
IOTX-USDT,0.2338,0.0627,166341119.81680843,1239516246.9325738,0.13419841831718798,1755.0,6272.64612712956,86207.98702527599,0.002223247863247863,0.0006200000000000039,0.07559585405031202,0.07518535441472476,0.0747751401113893,0.0967066349247329
XMR-USDT,253.85,134.65,163021317.0171198,789206.07563602,206.56368729262653,1756.0,63038.6768918838,435.43110699600004,2.471674259681093,1.2439999999999884,146.21767105525115,146.86594488597925,147.2858154367166,172.56205884397565
XTM-USDT,2.2,0.20101,162733864.93535817,146615528.20683664,1.10993608198023,1755.0,2342.3794649023594,9764.202485196,0.030877361823361826,0.003565999999999997,0.2605270179912757,0.26415650575234906,0.2746861526371175,0.33511252498037764
FLAME-USDT,2.88,0.5063,162696196.26203126,108806270.0233919,1.495283279419961,1755.0,18965.969835341686,35503.233562263995,0.03697111111111111,0.004060000000000019,0.5501754730944541,0.5599748380093512,0.5637203615470289,0.701257899123108
MASK-USDT,22.5,4.5346,161613999.88540983,11474704.84328482,14.08437097883079,1756.0,11855.577673860149,2042.1307809379996,0.24496178815489753,0.0831999999999999,6.172544881447463,6.0752947502647086,5.912474308188835,7.030438072754678
KSM-USDT,405.0131,155.0,160832049.2939794,542813.31396278,296.29348646560175,1756.0,35494.26614716252,217.332655424,3.727717255125284,1.7203199999999925,169.30733049448006,166.90971691863763,167.44876070451022,200.62276361725097
MNET-USDT,0.6333,0.01,153286007.29104638,740325046.7086356,0.20705230489300744,1529.0,8440.422684482048,584616.763029398,0.008185153695225638,0.0006599999999999998,0.016600973986723937,0.017800218203188906,0.020873420065674324,0.03313876342688441
YFI-USDT,41613.33,8123.46,149773404.64751065,4791.51728837,31258.032817922118,1756.0,15456.37143260716,0.6695621999999999,471.7244077448747,237.9899999999994,24470.187498770512,24276.02815340626,23680.563913299196,26833.89498674399
IMX-USDT,8.999,2.0,148978133.36098135,33013507.94603864,4.512641722427366,1577.0,85759.0263917037,28747.474887556,0.092570703868104,0.12159999999999985,2.9380786375188954,2.8151850247831782,2.789133190254066,3.096609678935159
FTG-USDT,0.68,0.21004,139682753.529792,358627247.62111634,0.38949286329008803,1755.0,13330.156807556,46425.3953,0.005327378917378917,0.00024199999999998666,0.31030120166194053,0.2996828552384791,0.29859978318522323,0.3068882570180496
DREAMS-USDT,0.698,0.02412,137933322.60569063,770203126.1668878,0.1790869420280738,1755.0,1313.9276631833804,52626.096559204,0.005207925925925925,0.0002019999999999994,0.026201910952886567,0.026536247585056117,0.029076926924802102,0.03915932690795419
CERE-USDT,0.179,0.0299,134457523.187844,1341060246.3663788,0.10026210496669223,1755.0,13058.783198069976,383991.55846121203,0.0024035327635327634,0.0005000000000000019,0.03483996397192954,0.034951962373824114,0.03518953331954348,0.041414407810175115
GLMR-USDT,39.11,0.25,132477969.20042157,12326409.42658214,10.747490580243932,540.0,46357.91794903921,9196.267552819998,0.35914666666666667,0.047740000000000116,5.295784209715376,5.5057490731870775,6.1188048037734,9.842807855860443
RSR-USDT,0.06,0.0164,131724242.80318397,3685402157.742436,0.03574216250089629,1672.0,7397.228135264141,425016.31263092195,0.0006636543062200958,0.00013599999999999932,0.018425790359332995,0.01820915133819177,0.018130670881712448,0.02016721375433668
1EARTH-USDT,0.49,0.005,131401777.6806516,942622694.6438974,0.13940018464152548,1718.0,43959.52893875474,615713.5498062519,0.006535040745052387,0.0013200000000000017,0.07830002899196797,0.08010447526018548,0.0848890698148629,0.11201837049478361
CIRUS-USDT,0.65365,0.18351,130069902.509283,330814324.7992456,0.39318098630769943,1755.0,22874.438878726323,113669.506263304,0.008310125356125355,0.001575999999999994,0.21295011994846827,0.20734500811340797,0.20261551523492843,0.24897507306941433
EXRD-USDT,0.54,0.1497,129519379.9790667,409752694.45283586,0.3160915882493968,1755.0,2898.5719755889004,17558.767344458003,0.005590826210826212,0.0009799999999999976,0.17183125185179157,0.1714249311760649,0.16781491306659457,0.1897630102649548
SFUND-USDT,17.95,4.9003,127904137.22486554,12122227.198365,10.551207722135151,1756.0,21319.013969307198,3609.689754744,0.2585449886104784,0.0950800000000001,6.221105879041352,6.1758964827111456,6.17271833499609,6.636156551131808
ZIL-USDT,0.0955,0.0376,127061362.26746379,1784298224.4788551,0.07121083265359127,1756.0,18032.91763995697,407447.738738276,0.001009396355353075,0.0004799999999999985,0.04546565696788109,0.04499478095575626,0.045227571056847965,0.05178386079888181
YGG-USDT,9.843,2.1843,124642165.53028417,19997449.21737308,6.232903215576086,1755.0,9929.865476945992,3042.937424492,0.11880586894586896,0.045179999999999956,3.238389435159612,3.1116750746145185,2.972354831067712,3.0696806028263954
BAX-USDT,0.0015,0.00032,122339847.53084745,137518997847.88306,0.000889621430096327,1756.0,1613.9702169276839,4847763.65084369,2.0137756264236904e-05,2.219999999999989e-06,0.0003460168811517465,0.0003475412864398868,0.0003540044541364541,0.0004307538223596903
NTVRK-USDT,7.62,1.1124,122189060.51380588,28540904.05555156,4.281190962836322,1755.0,10169.4718517385,5472.7583775699995,0.11583846153846153,0.031220000000000026,2.022120366772277,1.8791703632582266,1.8843181559637363,1.8792875203917938
POLC-USDT,2.8455,0.2506,120970955.48681392,127890383.67892182,0.9458956334865675,1552.0,9716.044215501775,34148.312123141994,0.032014626288659795,0.006119999999999992,0.3038673958682205,0.300365196031053,0.3057182845265787,0.37528478927689757
LYXE-USDT,29.26136,10.51,119077236.20527647,6885485.13059454,17.29395009164656,1756.0,58207.91319796666,3860.440011516,0.4448929498861047,0.3130600000000001,15.879321249124525,15.658324159550732,14.426776334345268,14.152864708817898
XYO-USDT,0.06222,0.01927,118430212.11649981,2862523245.0714273,0.041372663897282926,1755.0,17653.028702928397,876562.0989,0.0006218062678062678,0.00011600000000000083,0.020793213603536292,0.020969070152286547,0.02087840788410486,0.023378085233691715
DFI-USDT,6.0,2.293,118246221.26341498,31651715.71173619,3.7358550272701416,1756.0,2339.034189584162,937.003351372,0.06756378132118451,0.009200000000000052,2.5918860713656646,2.579231022140595,2.5687888323098664,2.736426311743639
GLCH-USDT,2.067,0.3077,115109482.3107557,120444303.02124283,0.9557071561155847,1756.0,2992.372610134108,7135.246608018,0.03099100227790433,0.0020400000000000084,0.4344169023251877,0.4362368917007438,0.45775351077503645,0.5182908308566004
LPT-USDT,70.1182,20.4129,110523640.24953017,2356594.11663871,46.899735287115874,1755.0,7187.0794000039605,268.965854176,0.7479764102564104,0.36334000000000016,27.228443528699728,26.857123136625948,25.843203532100077,27.941970175502934
BOSON-USDT,3.3948,0.7174,107947419.99817276,54766981.40423471,1.9710310342177453,1756.0,9837.661450065678,12145.584975408,0.04022835990888382,0.011260000000000003,0.8736668113148595,0.8807951166360498,0.903495906843256,0.9629960982070896
NIF-USDT,62.3254,12.0544,106718245.7563392,2531939.51653397,42.14881321589714,1756.0,10852.628962474264,843.0875891,0.3296891230068338,0.40434000000000053,15.256821279257718,15.018628654446752,15.002144332761054,22.67466255818473
XDC-USDT,0.118,0.0525,106601061.54878566,1247982047.7931905,0.08541874599661795,1756.0,26595.95481017752,479088.27539403003,0.0008851366742596813,0.0004599999999999979,0.05811440661557152,0.05878106812824667,0.06079244404521043,0.06986596915653184
XCAD-USDT,9.12,4.4328,105166960.44600344,15377822.074202321,6.838872236818923,1756.0,26946.45769829504,5967.425207252,0.1193123006833713,0.05135999999999985,4.807557819351274,4.909830575263943,5.071854037692227,6.595889459229691
REAP-USDT,0.449,0.108767,104845836.43254012,432697558.74279296,0.24230743694780885,1756.0,7691.372321188421,52244.28796,0.0045397670842824605,0.0008011999999999964,0.1484878130641218,0.14712752068501295,0.14824311637329582,0.1441338960180458
DASH-USDT,215.49,78.0,103364609.15647665,698866.13515739,147.90330215842857,1756.0,7939.70419813152,84.85240061799999,1.9350968109339413,0.9379999999999995,95.63685580526877,94.09590360531188,93.0677562071481,104.78901176509909
QI-USDT,0.34131,0.04298,102410603.13899092,533861120.0932334,0.1918300458387117,1755.0,17144.495373024052,277273.488804782,0.0035091965811965813,0.0015560000000000005,0.06076905949363198,0.059005088320048076,0.05643039209232801,0.06419611704533579
FLOW-USDT,14.89,4.305,102401447.81537557,12293657.25663925,8.329616295433416,1755.0,78668.90500338,12760.27999639,0.11121424501424501,0.0942000000000002,6.685016923910401,6.715098622473479,6.204957917156459,6.094226325786787
FTT-USDT,54.189,31.295,100898332.78490889,2344549.1539573697,43.035281480280496,1755.0,27847.80139686577,640.869372854,0.4937196581196583,0.42560000000000003,45.07127384633504,43.69322658465317,41.57696195681659,42.28377121629069
CHMB-USDT,0.144,0.001,100846671.91275026,1271751728.1580884,0.07929745223056166,1140.0,13067.354810991068,216728.91347123001,0.001849684210526316,0.00039000000000000005,0.06044542177544111,0.06053942908948755,0.06140061047248617,0.07648824384501955
AR-USDT,68.732,20.0,99861004.92654663,1919715.0847135899,52.01865929049847,1755.0,22804.997443521097,643.093994038,1.0727737891737894,0.6037999999999997,38.858460926080475,37.723199461998604,35.02030289420142,37.864226541573714
DAG-USDT,0.265,0.136714,98005311.42205349,543388624.1249709,0.18035952000260091,1756.0,13837.306975220006,79757.43606676001,0.003065637813211845,0.0014298000000000032,0.177209965806108,0.17254737960589425,0.16564767272257896,0.16942343955870395
EWT-USDT,15.656,5.237,96782189.68569027,9224396.06726007,10.49198115302063,1756.0,3859.962029926908,669.9825863859999,0.1849441913439636,0.05380000000000003,5.951090481132118,5.990897117572714,6.016807614863137,6.44782548559311
CKB-USDT,0.03578,0.012501,96016462.93044983,3961956370.3920913,0.02423460885333971,1756.0,17131.870210041416,1150940.1156048418,0.00038333143507972674,0.0001683999999999998,0.015367547442077556,0.015148611541671658,0.015003336398824518,0.016784704642304908
CGG-USDT,2.9333,0.4601,93792405.58066118,61431421.31419352,1.5267822813500616,1756.0,3576.5570314907354,7208.491655635999,0.036037528473804106,0.010260000000000002,0.5206574639111992,0.5083118381019107,0.498603039661232,0.5721597785414241
XAVA-USDT,21.77,5.001,89916633.42271559,7176796.24367411,12.528798417813714,1756.0,17196.087904989396,2886.337307722,0.32562175398633264,0.09928000000000026,6.46829811326374,6.559707758395106,6.596319746534266,7.174307640695518
DODO-USDT,1.6,0.4201,89453020.90960348,95692235.8435409,0.9347991518963075,1756.0,28857.39232670489,61644.208169412,0.016162927107061503,0.003839999999999999,0.48937004547464447,0.4908480057225531,0.49131519483040864,0.5342571689748179
ANC-USDT,4.5344,1.2641,87565864.37014066,27634680.761534896,3.1686946241848695,1756.0,121429.73269708808,85638.406446766,0.034655979498861046,0.030319999999999993,1.46095390235325,1.5010770674011782,1.4883115541301746,1.7475551091668222
